code,ticker_code,name,market_product_category,source_date
5851,5851.T,リョービ,プライム（内国株式）,2026-02-28
5852,5852.T,アーレスティ,プライム（内国株式）,2026-02-28
5856,5856.T,エルアイイーエイチ,スタンダード（内国株式）,2026-02-28
5857,5857.T,AREホールディングス,プライム（内国株式）,2026-02-28
5868,5868.T,ロココ,スタンダード（内国株式）,2026-02-28
5869,5869.T,早稲田学習研究会,スタンダード（内国株式）,2026-02-28
5871,5871.T,SOLIZE Holdings,スタンダード（内国株式）,2026-02-28
5885,5885.T,ジーデップ・アドバンス,スタンダード（内国株式）,2026-02-28
5889,5889.T,Japan Eyewear Holdings,プライム（内国株式）,2026-02-28
5891,5891.T,魁力屋,スタンダード（内国株式）,2026-02-28
5900,5900.T,ダイケン,スタンダード（内国株式）,2026-02-28
5901,5901.T,東洋製罐グループホールディングス,プライム（内国株式）,2026-02-28
5902,5902.T,ホッカンホールディングス,プライム（内国株式）,2026-02-28
5903,5903.T,シンポ,スタンダード（内国株式）,2026-02-28
5905,5905.T,日本製罐,スタンダード（内国株式）,2026-02-28
5906,5906.T,エムケー精工,スタンダード（内国株式）,2026-02-28
5909,5909.T,コロナ,スタンダード（内国株式）,2026-02-28
5911,5911.T,横河ブリッジホールディングス,プライム（内国株式）,2026-02-28
5915,5915.T,駒井ハルテック,スタンダード（内国株式）,2026-02-28
5918,5918.T,瀧上工業,スタンダード（内国株式）,2026-02-28
5921,5921.T,川岸工業,スタンダード（内国株式）,2026-02-28
5922,5922.T,那須電機鉄工,スタンダード（内国株式）,2026-02-28
5923,5923.T,高田機工,スタンダード（内国株式）,2026-02-28
5928,5928.T,アルメタックス,スタンダード（内国株式）,2026-02-28
5929,5929.T,三和ホールディングス,プライム（内国株式）,2026-02-28
5930,5930.T,文化シヤッター,プライム（内国株式）,2026-02-28
5932,5932.T,三協立山,プライム（内国株式）,2026-02-28
5933,5933.T,アルインコ,プライム（内国株式）,2026-02-28
5936,5936.T,東洋シヤッター,スタンダード（内国株式）,2026-02-28
5938,5938.T,LIXIL,プライム（内国株式）,2026-02-28
5939,5939.T,大谷工業,スタンダード（内国株式）,2026-02-28
5940,5940.T,不二サッシ,スタンダード（内国株式）,2026-02-28
5941,5941.T,中西製作所,スタンダード（内国株式）,2026-02-28
5942,5942.T,日本フイルコン,スタンダード（内国株式）,2026-02-28
5943,5943.T,ノーリツ,プライム（内国株式）,2026-02-28
5945,5945.T,天龍製鋸,スタンダード（内国株式）,2026-02-28
5946,5946.T,長府製作所,プライム（内国株式）,2026-02-28
5947,5947.T,リンナイ,プライム（内国株式）,2026-02-28
5949,5949.T,ユニプレス,プライム（内国株式）,2026-02-28
5950,5950.T,日本パワーファスニング,スタンダード（内国株式）,2026-02-28
5951,5951.T,ダイニチ工業,スタンダード（内国株式）,2026-02-28
5952,5952.T,アマテイ,スタンダード（内国株式）,2026-02-28
5955,5955.T,ワイズホールディングス,スタンダード（内国株式）,2026-02-28
5956,5956.T,トーソー,スタンダード（内国株式）,2026-02-28
5957,5957.T,日東精工,プライム（内国株式）,2026-02-28
5958,5958.T,三洋工業,スタンダード（内国株式）,2026-02-28
5959,5959.T,岡部,プライム（内国株式）,2026-02-28
5962,5962.T,浅香工業,スタンダード（内国株式）,2026-02-28
5965,5965.T,フジマック,スタンダード（内国株式）,2026-02-28
5966,5966.T,京都機械工具,スタンダード（内国株式）,2026-02-28
5967,5967.T,TONE,スタンダード（内国株式）,2026-02-28
5969,5969.T,ロブテックス,スタンダード（内国株式）,2026-02-28
5970,5970.T,ジーテクト,プライム（内国株式）,2026-02-28
5971,5971.T,共和工業所,スタンダード（内国株式）,2026-02-28
5973,5973.T,トーアミ,スタンダード（内国株式）,2026-02-28
5974,5974.T,中国工業,スタンダード（内国株式）,2026-02-28
5975,5975.T,東プレ,プライム（内国株式）,2026-02-28
5976,5976.T,高周波熱錬,プライム（内国株式）,2026-02-28
5981,5981.T,東京製綱,プライム（内国株式）,2026-02-28
5982,5982.T,マルゼン,スタンダード（内国株式）,2026-02-28
5983,5983.T,イワブチ,スタンダード（内国株式）,2026-02-28
5984,5984.T,兼房,スタンダード（内国株式）,2026-02-28
5985,5985.T,サンコール,スタンダード（内国株式）,2026-02-28
5986,5986.T,モリテック スチール,スタンダード（内国株式）,2026-02-28
5987,5987.T,オーネックス,スタンダード（内国株式）,2026-02-28
5988,5988.T,パイオラックス,プライム（内国株式）,2026-02-28
5989,5989.T,エイチワン,プライム（内国株式）,2026-02-28
5990,5990.T,スーパーツール,スタンダード（内国株式）,2026-02-28
5991,5991.T,日本発條,プライム（内国株式）,2026-02-28
5992,5992.T,中央発條,スタンダード（内国株式）,2026-02-28
5994,5994.T,ファインシンター,スタンダード（内国株式）,2026-02-28
5997,5997.T,協立エアテック,スタンダード（内国株式）,2026-02-28
5998,5998.T,アドバネクス,スタンダード（内国株式）,2026-02-28
6005,6005.T,三浦工業,プライム（内国株式）,2026-02-28
6013,6013.T,タクマ,プライム（内国株式）,2026-02-28
6016,6016.T,ジャパンエンジンコーポレーション,スタンダード（内国株式）,2026-02-28
6018,6018.T,阪神内燃機工業,スタンダード（内国株式）,2026-02-28
6022,6022.T,赤阪鐵工所,スタンダード（内国株式）,2026-02-28
6023,6023.T,ダイハツインフィニアース,スタンダード（内国株式）,2026-02-28
6027,6027.T,弁護士ドットコム,プライム（内国株式）,2026-02-28
6029,6029.T,アトラグループ,スタンダード（内国株式）,2026-02-28
6035,6035.T,アイ・アールジャパンホールディングス,プライム（内国株式）,2026-02-28
6036,6036.T,KeePer技研,プライム（内国株式）,2026-02-28
6037,6037.T,楽待,スタンダード（内国株式）,2026-02-28
6042,6042.T,ニッキ,スタンダード（内国株式）,2026-02-28
6044,6044.T,三機サービス,スタンダード（内国株式）,2026-02-28
6047,6047.T,Gunosy,プライム（内国株式）,2026-02-28
6050,6050.T,イー・ガーディアン,プライム（内国株式）,2026-02-28
6054,6054.T,リブセンス,スタンダード（内国株式）,2026-02-28
6055,6055.T,ジャパンマテリアル,プライム（内国株式）,2026-02-28
6058,6058.T,ベクトル,プライム（内国株式）,2026-02-28
6059,6059.T,ウチヤマホールディングス,スタンダード（内国株式）,2026-02-28
6061,6061.T,ユニバーサル園芸社,スタンダード（内国株式）,2026-02-28
6062,6062.T,チャーム・ケア・コーポレーション,プライム（内国株式）,2026-02-28
6063,6063.T,日本エマージェンシーアシスタンス,スタンダード（内国株式）,2026-02-28
6070,6070.T,キャリアリンク,プライム（内国株式）,2026-02-28
6071,6071.T,IBJ,プライム（内国株式）,2026-02-28
6072,6072.T,地盤ネットホールディングス,スタンダード（内国株式）,2026-02-28
6073,6073.T,アサンテ,プライム（内国株式）,2026-02-28
6074,6074.T,ジェイエスエス,スタンダード（内国株式）,2026-02-28
6078,6078.T,バリューHR,プライム（内国株式）,2026-02-28
6080,6080.T,M&Aキャピタルパートナーズ,プライム（内国株式）,2026-02-28
6082,6082.T,ライドオンエクスプレスホールディングス,スタンダード（内国株式）,2026-02-28
6083,6083.T,ERIホールディングス,スタンダード（内国株式）,2026-02-28
6087,6087.T,アビスト,スタンダード（内国株式）,2026-02-28
6088,6088.T,シグマクシス・ホールディングス,プライム（内国株式）,2026-02-28
6089,6089.T,ウィルグループ,プライム（内国株式）,2026-02-28
6090,6090.T,ヒューマン・メタボローム・テクノロジーズ,スタンダード（内国株式）,2026-02-28
6091,6091.T,ウエスコホールディングス,スタンダード（内国株式）,2026-02-28
6092,6092.T,エンバイオ・ホールディングス,スタンダード（内国株式）,2026-02-28
6093,6093.T,エスクロー・エージェント・ジャパン,スタンダード（内国株式）,2026-02-28
6096,6096.T,レアジョブ,スタンダード（内国株式）,2026-02-28
6098,6098.T,リクルートホールディングス,プライム（内国株式）,2026-02-28
6099,6099.T,エラン,プライム（内国株式）,2026-02-28
6101,6101.T,ツガミ,プライム（内国株式）,2026-02-28
6103,6103.T,オークマ,プライム（内国株式）,2026-02-28
6104,6104.T,芝浦機械,プライム（内国株式）,2026-02-28
6113,6113.T,アマダ,プライム（内国株式）,2026-02-28
6118,6118.T,アイダエンジニアリング,プライム（内国株式）,2026-02-28
6125,6125.T,岡本工作機械製作所,スタンダード（内国株式）,2026-02-28
6134,6134.T,FUJI,プライム（内国株式）,2026-02-28
6135,6135.T,牧野フライス製作所,プライム（内国株式）,2026-02-28
6136,6136.T,オーエスジー,プライム（内国株式）,2026-02-28
6137,6137.T,小池酸素工業,スタンダード（内国株式）,2026-02-28
6138,6138.T,ダイジェット工業,スタンダード（内国株式）,2026-02-28
6140,6140.T,旭ダイヤモンド工業,プライム（内国株式）,2026-02-28
6141,6141.T,DMG森精機,プライム（内国株式）,2026-02-28
6143,6143.T,ソディック,プライム（内国株式）,2026-02-28
6144,6144.T,西部電機,スタンダード（内国株式）,2026-02-28
6145,6145.T,NITTOKU,スタンダード（内国株式）,2026-02-28
6146,6146.T,ディスコ,プライム（内国株式）,2026-02-28
6147,6147.T,ヤマザキ,スタンダード（内国株式）,2026-02-28
6149,6149.T,小田原エンジニアリング,スタンダード（内国株式）,2026-02-28
6150,6150.T,タケダ機械,スタンダード（内国株式）,2026-02-28
6151,6151.T,日東工器,プライム（内国株式）,2026-02-28
6155,6155.T,高松機械工業,スタンダード（内国株式）,2026-02-28
6156,6156.T,エーワン精密,スタンダード（内国株式）,2026-02-28
6157,6157.T,日進工具,スタンダード（内国株式）,2026-02-28
6158,6158.T,和井田製作所,スタンダード（内国株式）,2026-02-28
6159,6159.T,ミクロン精密,スタンダード（内国株式）,2026-02-28
6161,6161.T,エスティック,スタンダード（内国株式）,2026-02-28
6165,6165.T,パンチ工業,スタンダード（内国株式）,2026-02-28
6167,6167.T,冨士ダイス,プライム（内国株式）,2026-02-28
6171,6171.T,土木管理総合試験所,スタンダード（内国株式）,2026-02-28
6176,6176.T,ブランジスタ,スタンダード（内国株式）,2026-02-28
6178,6178.T,日本郵政,プライム（内国株式）,2026-02-28
6183,6183.T,ベルシステム24ホールディングス,プライム（内国株式）,2026-02-28
6184,6184.T,鎌倉新書,プライム（内国株式）,2026-02-28
6185,6185.T,SMN,スタンダード（内国株式）,2026-02-28
6186,6186.T,一蔵,スタンダード（内国株式）,2026-02-28
6189,6189.T,グローバルキッズCOMPANY,スタンダード（内国株式）,2026-02-28
6191,6191.T,エアトリ,プライム（内国株式）,2026-02-28
6194,6194.T,アトラエ,プライム（内国株式）,2026-02-28
6196,6196.T,ストライク,プライム（内国株式）,2026-02-28
6197,6197.T,ソラスト,プライム（内国株式）,2026-02-28
6199,6199.T,セラク,スタンダード（内国株式）,2026-02-28
6200,6200.T,インソース,プライム（内国株式）,2026-02-28
6201,6201.T,豊田自動織機,プライム（内国株式）,2026-02-28
6203,6203.T,豊和工業,スタンダード（内国株式）,2026-02-28
6208,6208.T,石川製作所,スタンダード（内国株式）,2026-02-28
6209,6209.T,リケンNPR,プライム（内国株式）,2026-02-28
6210,6210.T,TOYOイノベックス,スタンダード（内国株式）,2026-02-28
6217,6217.T,津田駒工業,スタンダード（内国株式）,2026-02-28
6218,6218.T,エンシュウ,スタンダード（内国株式）,2026-02-28
6222,6222.T,島精機製作所,プライム（内国株式）,2026-02-28
6223,6223.T,西部技研,スタンダード（内国株式）,2026-02-28
6226,6226.T,守谷輸送機工業,スタンダード（内国株式）,2026-02-28
6227,6227.T,AIメカテック,スタンダード（内国株式）,2026-02-28
6228,6228.T,ジェイ・イー・ティ,スタンダード（内国株式）,2026-02-28
6229,6229.T,オーケーエム,スタンダード（内国株式）,2026-02-28
6230,6230.T,SANEI,スタンダード（内国株式）,2026-02-28
6231,6231.T,木村工機,スタンダード（内国株式）,2026-02-28
6233,6233.T,KLASS,スタンダード（内国株式）,2026-02-28
6235,6235.T,オプトラン,プライム（内国株式）,2026-02-28
6237,6237.T,イワキポンプ,プライム（内国株式）,2026-02-28
6238,6238.T,フリュー,プライム（内国株式）,2026-02-28
6239,6239.T,ナガオカ,スタンダード（内国株式）,2026-02-28
6240,6240.T,ヤマシンフィルタ,プライム（内国株式）,2026-02-28
6245,6245.T,ヒラノテクシード,スタンダード（内国株式）,2026-02-28
6246,6246.T,テクノスマート,スタンダード（内国株式）,2026-02-28
6247,6247.T,日阪製作所,プライム（内国株式）,2026-02-28
6248,6248.T,横田製作所,スタンダード（内国株式）,2026-02-28
6249,6249.T,ゲームカードホールディングス,スタンダード（内国株式）,2026-02-28
6250,6250.T,やまびこ,プライム（内国株式）,2026-02-28
6254,6254.T,野村マイクロ・サイエンス,プライム（内国株式）,2026-02-28
6257,6257.T,藤商事,スタンダード（内国株式）,2026-02-28
6258,6258.T,平田機工,プライム（内国株式）,2026-02-28
6262,6262.T,PEGASUS,スタンダード（内国株式）,2026-02-28
6264,6264.T,マルマエ,プライム（内国株式）,2026-02-28
6265,6265.T,コンバム,スタンダード（内国株式）,2026-02-28
6266,6266.T,タツモ,プライム（内国株式）,2026-02-28
6267,6267.T,ゼネラルパッカー,スタンダード（内国株式）,2026-02-28
6268,6268.T,ナブテスコ,プライム（内国株式）,2026-02-28
6269,6269.T,三井海洋開発,プライム（内国株式）,2026-02-28
6272,6272.T,レオン自動機,プライム（内国株式）,2026-02-28
6273,6273.T,SMC,プライム（内国株式）,2026-02-28
6276,6276.T,シリウスビジョン,スタンダード（内国株式）,2026-02-28
6277,6277.T,ホソカワミクロン,プライム（内国株式）,2026-02-28
6278,6278.T,ユニオンツール,プライム（内国株式）,2026-02-28
6279,6279.T,瑞光,プライム（内国株式）,2026-02-28
6282,6282.T,オイレス工業,プライム（内国株式）,2026-02-28
6284,6284.T,日精エー・エス・ビー機械,プライム（内国株式）,2026-02-28
6286,6286.T,靜甲,スタンダード（内国株式）,2026-02-28
6287,6287.T,サトー,プライム（内国株式）,2026-02-28
6289,6289.T,技研製作所,プライム（内国株式）,2026-02-28
6291,6291.T,日本エアーテック,スタンダード（内国株式）,2026-02-28
6292,6292.T,カワタ,スタンダード（内国株式）,2026-02-28
6293,6293.T,日精樹脂工業,プライム（内国株式）,2026-02-28
6294,6294.T,オカダアイヨン,プライム（内国株式）,2026-02-28
6298,6298.T,ワイエイシイホールディングス,プライム（内国株式）,2026-02-28
6301,6301.T,小松製作所,プライム（内国株式）,2026-02-28
6302,6302.T,住友重機械工業,プライム（内国株式）,2026-02-28
6305,6305.T,日立建機,プライム（内国株式）,2026-02-28
6306,6306.T,日工,プライム（内国株式）,2026-02-28
6307,6307.T,サンセイ,スタンダード（内国株式）,2026-02-28
6309,6309.T,巴工業,プライム（内国株式）,2026-02-28
6310,6310.T,井関農機,プライム（内国株式）,2026-02-28
6315,6315.T,TOWA,プライム（内国株式）,2026-02-28
6316,6316.T,丸山製作所,スタンダード（内国株式）,2026-02-28
6317,6317.T,北川鉄工所,スタンダード（内国株式）,2026-02-28
6322,6322.T,タクミナ,スタンダード（内国株式）,2026-02-28
6323,6323.T,ローツェ,プライム（内国株式）,2026-02-28
6324,6324.T,ハーモニック・ドライブ・システムズ,プライム（内国株式）,2026-02-28
6325,6325.T,タカキタ,スタンダード（内国株式）,2026-02-28
6326,6326.T,クボタ,プライム（内国株式）,2026-02-28
6327,6327.T,北川精機,スタンダード（内国株式）,2026-02-28
6328,6328.T,荏原実業,プライム（内国株式）,2026-02-28
6330,6330.T,東洋エンジニアリング,プライム（内国株式）,2026-02-28
6331,6331.T,三菱化工機,プライム（内国株式）,2026-02-28
6332,6332.T,月島ホールディングス,プライム（内国株式）,2026-02-28
6333,6333.T,帝国電機製作所,プライム（内国株式）,2026-02-28
6334,6334.T,明治機械,スタンダード（内国株式）,2026-02-28
6335,6335.T,東京機械製作所,スタンダード（内国株式）,2026-02-28
6336,6336.T,石井表記,スタンダード（内国株式）,2026-02-28
6337,6337.T,テセック,スタンダード（内国株式）,2026-02-28
6338,6338.T,タカトリ,スタンダード（内国株式）,2026-02-28
6339,6339.T,新東工業,プライム（内国株式）,2026-02-28
6340,6340.T,澁谷工業,プライム（内国株式）,2026-02-28
6342,6342.T,太平製作所,スタンダード（内国株式）,2026-02-28
6343,6343.T,フリージア・マクロス,スタンダード（内国株式）,2026-02-28
6345,6345.T,アイチ コーポレーション,プライム（内国株式）,2026-02-28
6346,6346.T,キクカワエンタープライズ,スタンダード（内国株式）,2026-02-28
6347,6347.T,プラコー,スタンダード（内国株式）,2026-02-28
6349,6349.T,小森コーポレーション,プライム（内国株式）,2026-02-28
6351,6351.T,鶴見製作所,プライム（内国株式）,2026-02-28
6356,6356.T,日本ギア工業,スタンダード（内国株式）,2026-02-28
6357,6357.T,三精テクノロジーズ,スタンダード（内国株式）,2026-02-28
6358,6358.T,酒井重工業,プライム（内国株式）,2026-02-28
6360,6360.T,東京自働機械製作所,スタンダード（内国株式）,2026-02-28
6361,6361.T,荏原製作所,プライム（内国株式）,2026-02-28
6363,6363.T,酉島製作所,プライム（内国株式）,2026-02-28
6364,6364.T,AIRMAN,プライム（内国株式）,2026-02-28
6365,6365.T,電業社機械製作所,スタンダード（内国株式）,2026-02-28
6366,6366.T,千代田化工建設,スタンダード（内国株式）,2026-02-28
6367,6367.T,ダイキン工業,プライム（内国株式）,2026-02-28
6368,6368.T,オルガノ,プライム（内国株式）,2026-02-28
6369,6369.T,トーヨーカネツ,プライム（内国株式）,2026-02-28
6370,6370.T,栗田工業,プライム（内国株式）,2026-02-28
6371,6371.T,椿本チエイン,プライム（内国株式）,2026-02-28
6376,6376.T,日機装,プライム（内国株式）,2026-02-28
6378,6378.T,木村化工機,スタンダード（内国株式）,2026-02-28
6379,6379.T,レイズネクスト,プライム（内国株式）,2026-02-28
6380,6380.T,オリエンタルチエン工業,スタンダード（内国株式）,2026-02-28
6381,6381.T,アネスト岩田,プライム（内国株式）,2026-02-28
6382,6382.T,トリニティ工業,スタンダード（内国株式）,2026-02-28
6383,6383.T,ダイフク,プライム（内国株式）,2026-02-28
6384,6384.T,昭和真空,スタンダード（内国株式）,2026-02-28
6387,6387.T,サムコ,プライム（内国株式）,2026-02-28
6390,6390.T,加藤製作所,プライム（内国株式）,2026-02-28
6391,6391.T,加地テック,スタンダード（内国株式）,2026-02-28
6392,6392.T,ヤマダコーポレーション,スタンダード（内国株式）,2026-02-28
6393,6393.T,油研工業,スタンダード（内国株式）,2026-02-28
6395,6395.T,タダノ,プライム（内国株式）,2026-02-28
6396,6396.T,宇野澤組鐵工所,スタンダード（内国株式）,2026-02-28
6400,6400.T,不二精機,スタンダード（内国株式）,2026-02-28
6402,6402.T,兼松エンジニアリング,スタンダード（内国株式）,2026-02-28
6403,6403.T,水道機工,スタンダード（内国株式）,2026-02-28
6405,6405.T,鈴茂器工,スタンダード（内国株式）,2026-02-28
6406,6406.T,フジテック,プライム（内国株式）,2026-02-28
6407,6407.T,CKD,プライム（内国株式）,2026-02-28
6408,6408.T,小倉クラッチ,スタンダード（内国株式）,2026-02-28
6412,6412.T,平和,プライム（内国株式）,2026-02-28
6413,6413.T,理想科学工業,プライム（内国株式）,2026-02-28
6417,6417.T,SANKYO,プライム（内国株式）,2026-02-28
6418,6418.T,日本金銭機械,プライム（内国株式）,2026-02-28
6419,6419.T,マースグループホールディングス,プライム（内国株式）,2026-02-28
6420,6420.T,ガリレイ,プライム（内国株式）,2026-02-28
6424,6424.T,高見沢サイバネティックス,スタンダード（内国株式）,2026-02-28
6425,6425.T,ユニバーサルエンターテインメント,スタンダード（内国株式）,2026-02-28
6428,6428.T,オーイズミ,スタンダード（内国株式）,2026-02-28
6430,6430.T,ダイコク電機,プライム（内国株式）,2026-02-28
6432,6432.T,竹内製作所,プライム（内国株式）,2026-02-28
6433,6433.T,ヒーハイスト,スタンダード（内国株式）,2026-02-28
6436,6436.T,アマノ,プライム（内国株式）,2026-02-28
6440,6440.T,JUKI,プライム（内国株式）,2026-02-28
6444,6444.T,サンデン,スタンダード（内国株式）,2026-02-28
6445,6445.T,ジャノメ,プライム（内国株式）,2026-02-28
6448,6448.T,ブラザー工業,プライム（内国株式）,2026-02-28
6454,6454.T,マックス,プライム（内国株式）,2026-02-28
6455,6455.T,モリタホールディングス,プライム（内国株式）,2026-02-28
6457,6457.T,グローリー,プライム（内国株式）,2026-02-28
6458,6458.T,新晃工業,プライム（内国株式）,2026-02-28
6459,6459.T,大和冷機工業,プライム（内国株式）,2026-02-28
6460,6460.T,セガサミーホールディングス,プライム（内国株式）,2026-02-28
6463,6463.T,TPR,プライム（内国株式）,2026-02-28
6464,6464.T,ツバキ・ナカシマ,プライム（内国株式）,2026-02-28
6465,6465.T,ホシザキ,プライム（内国株式）,2026-02-28
6466,6466.T,TVE,スタンダード（内国株式）,2026-02-28
6467,6467.T,ニチダイ,スタンダード（内国株式）,2026-02-28
6469,6469.T,放電精密加工研究所,スタンダード（内国株式）,2026-02-28
6470,6470.T,大豊工業,スタンダード（内国株式）,2026-02-28
6471,6471.T,日本精工,プライム（内国株式）,2026-02-28
6472,6472.T,NTN,プライム（内国株式）,2026-02-28
6473,6473.T,ジェイテクト,プライム（内国株式）,2026-02-28
6474,6474.T,不二越,プライム（内国株式）,2026-02-28
6479,6479.T,ミネベアミツミ,プライム（内国株式）,2026-02-28
6480,6480.T,日本トムソン,プライム（内国株式）,2026-02-28
6481,6481.T,THK,プライム（内国株式）,2026-02-28
6482,6482.T,YUSHIN,スタンダード（内国株式）,2026-02-28
6484,6484.T,KVK,スタンダード（内国株式）,2026-02-28
6485,6485.T,前澤給装工業,スタンダード（内国株式）,2026-02-28
6486,6486.T,イーグル工業,プライム（内国株式）,2026-02-28
6488,6488.T,ヨシタケ,スタンダード（内国株式）,2026-02-28
6489,6489.T,前澤工業,スタンダード（内国株式）,2026-02-28
6490,6490.T,PILLAR,プライム（内国株式）,2026-02-28
6492,6492.T,岡野バルブ製造,スタンダード（内国株式）,2026-02-28
6493,6493.T,NITTAN,スタンダード（内国株式）,2026-02-28
6494,6494.T,NFKホールディングス,スタンダード（内国株式）,2026-02-28
6495,6495.T,宮入バルブ製作所,スタンダード（内国株式）,2026-02-28
6496,6496.T,中北製作所,スタンダード（内国株式）,2026-02-28
6497,6497.T,ハマイ,スタンダード（内国株式）,2026-02-28
6498,6498.T,キッツ,プライム（内国株式）,2026-02-28
6501,6501.T,日立製作所,プライム（内国株式）,2026-02-28
6503,6503.T,三菱電機,プライム（内国株式）,2026-02-28
6504,6504.T,富士電機,プライム（内国株式）,2026-02-28
6505,6505.T,東洋電機製造,スタンダード（内国株式）,2026-02-28
6506,6506.T,安川電機,プライム（内国株式）,2026-02-28
6507,6507.T,シンフォニアテクノロジー,プライム（内国株式）,2026-02-28
6508,6508.T,明電舎,プライム（内国株式）,2026-02-28
6513,6513.T,オリジン,スタンダード（内国株式）,2026-02-28
6516,6516.T,山洋電気,プライム（内国株式）,2026-02-28
6517,6517.T,デンヨー,プライム（内国株式）,2026-02-28
6518,6518.T,三相電機,スタンダード（内国株式）,2026-02-28
6523,6523.T,PHCホールディングス,プライム（内国株式）,2026-02-28
6524,6524.T,湖北工業,スタンダード（内国株式）,2026-02-28
6525,6525.T,KOKUSAI ELECTRIC,プライム（内国株式）,2026-02-28
6526,6526.T,ソシオネクスト,プライム（内国株式）,2026-02-28
6532,6532.T,ベイカレント,プライム（内国株式）,2026-02-28
6533,6533.T,Orchestra Holdings,プライム（内国株式）,2026-02-28
6535,6535.T,アイモバイル,プライム（内国株式）,2026-02-28
6538,6538.T,ディスラプターズ,スタンダード（内国株式）,2026-02-28
6539,6539.T,MS-Japan,プライム（内国株式）,2026-02-28
6540,6540.T,船場,スタンダード（内国株式）,2026-02-28
6543,6543.T,日宣,スタンダード（内国株式）,2026-02-28
6544,6544.T,ジャパンエレベーターサービスホールディングス,プライム（内国株式）,2026-02-28
6546,6546.T,フルテック,スタンダード（内国株式）,2026-02-28
6547,6547.T,グリーンズ,スタンダード（内国株式）,2026-02-28
6549,6549.T,ディーエムソリューションズ,スタンダード（内国株式）,2026-02-28
6551,6551.T,ツナググループ・ホールディングス,スタンダード（内国株式）,2026-02-28
6552,6552.T,GameWith,スタンダード（内国株式）,2026-02-28
6555,6555.T,MS&Consulting,スタンダード（内国株式）,2026-02-28
6560,6560.T,エル・ティー・エス,プライム（内国株式）,2026-02-28
6564,6564.T,ミダックホールディングス,プライム（内国株式）,2026-02-28
6565,6565.T,ABホテル,スタンダード（内国株式）,2026-02-28
6566,6566.T,要興業,スタンダード（内国株式）,2026-02-28
6570,6570.T,共和コーポレーション,スタンダード（内国株式）,2026-02-28
6571,6571.T,キュービーネットホールディングス,プライム（内国株式）,2026-02-28
6572,6572.T,オープングループ,プライム（内国株式）,2026-02-28
6578,6578.T,コレックホールディングス,スタンダード（内国株式）,2026-02-28
6584,6584.T,三櫻工業,プライム（内国株式）,2026-02-28
6586,6586.T,マキタ,プライム（内国株式）,2026-02-28
6588,6588.T,東芝テック,プライム（内国株式）,2026-02-28
6590,6590.T,芝浦メカトロニクス,プライム（内国株式）,2026-02-28
6592,6592.T,マブチモーター,プライム（内国株式）,2026-02-28
6594,6594.T,ニデック,プライム（内国株式）,2026-02-28
6599,6599.T,エブレン,スタンダード（内国株式）,2026-02-28
6614,6614.T,シキノハイテック,スタンダード（内国株式）,2026-02-28
6615,6615.T,ユー・エム・シー・エレクトロニクス,プライム（内国株式）,2026-02-28
6616,6616.T,トレックス・セミコンダクター,プライム（内国株式）,2026-02-28
6617,6617.T,東光高岳,プライム（内国株式）,2026-02-28
6619,6619.T,ダブル・スコープ,プライム（内国株式）,2026-02-28
6620,6620.T,宮越ホールディングス,プライム（内国株式）,2026-02-28
6622,6622.T,ダイヘン,プライム（内国株式）,2026-02-28
6625,6625.T,JALCOホールディングス,スタンダード（内国株式）,2026-02-28
6626,6626.T,SEMITEC,スタンダード（内国株式）,2026-02-28
6627,6627.T,テラプローブ,スタンダード（内国株式）,2026-02-28
6629,6629.T,テクノホライゾン,スタンダード（内国株式）,2026-02-28
6630,6630.T,ヤーマン,プライム（内国株式）,2026-02-28
6632,6632.T,JVCケンウッド,プライム（内国株式）,2026-02-28
6633,6633.T,CGSホールディングス,スタンダード（内国株式）,2026-02-28
6634,6634.T,ネクスグループ,スタンダード（内国株式）,2026-02-28
6635,6635.T,大日光・エンジニアリング,スタンダード（内国株式）,2026-02-28
6637,6637.T,寺崎電気産業,スタンダード（内国株式）,2026-02-28
6638,6638.T,ミマキエンジニアリング,プライム（内国株式）,2026-02-28
6643,6643.T,戸上電機製作所,スタンダード（内国株式）,2026-02-28
6644,6644.T,大崎電気工業,プライム（内国株式）,2026-02-28
6645,6645.T,オムロン,プライム（内国株式）,2026-02-28
6647,6647.T,森尾電機,スタンダード（内国株式）,2026-02-28
6648,6648.T,かわでん,スタンダード（内国株式）,2026-02-28
6651,6651.T,日東工業,プライム（内国株式）,2026-02-28
6652,6652.T,IDEC,プライム（内国株式）,2026-02-28
6653,6653.T,正興電機製作所,プライム（内国株式）,2026-02-28
6654,6654.T,不二電機工業,スタンダード（内国株式）,2026-02-28
6656,6656.T,インスペック,スタンダード（内国株式）,2026-02-28
6658,6658.T,シライ電子工業,スタンダード（内国株式）,2026-02-28
6659,6659.T,メディアリンクス,スタンダード（内国株式）,2026-02-28
6662,6662.T,ユビテック,スタンダード（内国株式）,2026-02-28
6663,6663.T,太洋テクノレックス,スタンダード（内国株式）,2026-02-28
6664,6664.T,オプトエレクトロニクス,スタンダード（内国株式）,2026-02-28
6666,6666.T,リバーエレテック,スタンダード（内国株式）,2026-02-28
6668,6668.T,アドテック プラズマ テクノロジー,スタンダード（内国株式）,2026-02-28
6670,6670.T,MCJ,スタンダード（内国株式）,2026-02-28
6674,6674.T,ジーエス・ユアサ コーポレーション,プライム（内国株式）,2026-02-28
6675,6675.T,サクサ,スタンダード（内国株式）,2026-02-28
