code,ticker_code,name,market_product_category,source_date
3823,3823.T,THE WHY HOW DO COMPANY,スタンダード（内国株式）,2026-02-28
3825,3825.T,リミックスポイント,スタンダード（内国株式）,2026-02-28
3826,3826.T,システムインテグレータ,スタンダード（内国株式）,2026-02-28
3834,3834.T,朝日ネット,プライム（内国株式）,2026-02-28
3835,3835.T,eBASE,プライム（内国株式）,2026-02-28
3836,3836.T,アバントグループ,プライム（内国株式）,2026-02-28
3837,3837.T,アドソル日進,プライム（内国株式）,2026-02-28
3839,3839.T,ODKソリューションズ,スタンダード（内国株式）,2026-02-28
3840,3840.T,パス,スタンダード（内国株式）,2026-02-28
3841,3841.T,ジーダット,スタンダード（内国株式）,2026-02-28
3842,3842.T,ネクストジェン,スタンダード（内国株式）,2026-02-28
3843,3843.T,フリービット,プライム（内国株式）,2026-02-28
3844,3844.T,コムチュア,プライム（内国株式）,2026-02-28
3845,3845.T,アイフリークモバイル,スタンダード（内国株式）,2026-02-28
3848,3848.T,データ・アプリケーション,スタンダード（内国株式）,2026-02-28
3850,3850.T,エヌ・ティ・ティ・データ・イントラマート,スタンダード（内国株式）,2026-02-28
3851,3851.T,日本一ソフトウェア,スタンダード（内国株式）,2026-02-28
3853,3853.T,アステリア,プライム（内国株式）,2026-02-28
3854,3854.T,アイル,プライム（内国株式）,2026-02-28
3856,3856.T,Abalance,スタンダード（内国株式）,2026-02-28
3858,3858.T,ユビキタスAI,スタンダード（内国株式）,2026-02-28
3861,3861.T,王子ホールディングス,プライム（内国株式）,2026-02-28
3863,3863.T,日本製紙,プライム（内国株式）,2026-02-28
3864,3864.T,三菱製紙,プライム（内国株式）,2026-02-28
3865,3865.T,北越コーポレーション,プライム（内国株式）,2026-02-28
386A,386A.T,みのや,スタンダード（内国株式）,2026-02-28
3877,3877.T,中越パルプ工業,プライム（内国株式）,2026-02-28
3878,3878.T,巴川コーポレーション,スタンダード（内国株式）,2026-02-28
3880,3880.T,大王製紙,プライム（内国株式）,2026-02-28
3891,3891.T,ニッポン高度紙工業,スタンダード（内国株式）,2026-02-28
3892,3892.T,岡山製紙,スタンダード（内国株式）,2026-02-28
3895,3895.T,ハビックス,スタンダード（内国株式）,2026-02-28
3896,3896.T,阿波製紙,スタンダード（内国株式）,2026-02-28
3901,3901.T,マークラインズ,プライム（内国株式）,2026-02-28
3902,3902.T,メディカル・データ・ビジョン,プライム（内国株式）,2026-02-28
3903,3903.T,gumi,プライム（内国株式）,2026-02-28
3907,3907.T,シリコンスタジオ,スタンダード（内国株式）,2026-02-28
3909,3909.T,ショーケース,スタンダード（内国株式）,2026-02-28
3910,3910.T,エムケイシステム,スタンダード（内国株式）,2026-02-28
3912,3912.T,モバイルファクトリー,スタンダード（内国株式）,2026-02-28
3913,3913.T,GreenBee,スタンダード（内国株式）,2026-02-28
3915,3915.T,テラスカイ,プライム（内国株式）,2026-02-28
3916,3916.T,デジタル・インフォメーション・テクノロジー,プライム（内国株式）,2026-02-28
3918,3918.T,PCIホールディングス,スタンダード（内国株式）,2026-02-28
3920,3920.T,アイビーシー,スタンダード（内国株式）,2026-02-28
3921,3921.T,ネオジャパン,プライム（内国株式）,2026-02-28
3922,3922.T,PR TIMES,プライム（内国株式）,2026-02-28
3923,3923.T,ラクス,プライム（内国株式）,2026-02-28
3924,3924.T,ランドコンピュータ,プライム（内国株式）,2026-02-28
3925,3925.T,ダブルスタンダード,プライム（内国株式）,2026-02-28
3926,3926.T,オープンドア,プライム（内国株式）,2026-02-28
3927,3927.T,フーバーブレイン,スタンダード（内国株式）,2026-02-28
3928,3928.T,マイネット,スタンダード（内国株式）,2026-02-28
3932,3932.T,アカツキ,プライム（内国株式）,2026-02-28
3933,3933.T,チエル,スタンダード（内国株式）,2026-02-28
3934,3934.T,ベネフィットジャパン,スタンダード（内国株式）,2026-02-28
3935,3935.T,エディア,スタンダード（内国株式）,2026-02-28
3937,3937.T,Ubicomホールディングス,スタンダード（内国株式）,2026-02-28
3939,3939.T,カナミックネットワーク,プライム（内国株式）,2026-02-28
3940,3940.T,ノムラシステムコーポレーション,スタンダード（内国株式）,2026-02-28
3941,3941.T,レンゴー,プライム（内国株式）,2026-02-28
3943,3943.T,大石産業,スタンダード（内国株式）,2026-02-28
3944,3944.T,古林紙工,スタンダード（内国株式）,2026-02-28
3945,3945.T,スーパーバッグ,スタンダード（内国株式）,2026-02-28
3946,3946.T,トーモク,プライム（内国株式）,2026-02-28
3947,3947.T,ダイナパック,スタンダード（内国株式）,2026-02-28
3948,3948.T,光ビジネスフォーム,スタンダード（内国株式）,2026-02-28
3950,3950.T,ザ・パック,プライム（内国株式）,2026-02-28
3951,3951.T,朝日印刷,スタンダード（内国株式）,2026-02-28
3953,3953.T,大村紙業,スタンダード（内国株式）,2026-02-28
3954,3954.T,昭和パックス,スタンダード（内国株式）,2026-02-28
3955,3955.T,イムラ,スタンダード（内国株式）,2026-02-28
3958,3958.T,笹徳印刷,スタンダード（内国株式）,2026-02-28
3962,3962.T,チェンジホールディングス,プライム（内国株式）,2026-02-28
3963,3963.T,シンクロ・フード,プライム（内国株式）,2026-02-28
3964,3964.T,オークネット,プライム（内国株式）,2026-02-28
3965,3965.T,キャピタル・アセット・プランニング,スタンダード（内国株式）,2026-02-28
3968,3968.T,セグエグループ,プライム（内国株式）,2026-02-28
3969,3969.T,エイトレッド,スタンダード（内国株式）,2026-02-28
3974,3974.T,SCAT,スタンダード（内国株式）,2026-02-28
3981,3981.T,ビーグリー,スタンダード（内国株式）,2026-02-28
3983,3983.T,オロ,プライム（内国株式）,2026-02-28
3984,3984.T,ユーザーローカル,プライム（内国株式）,2026-02-28
3985,3985.T,テモナ,スタンダード（内国株式）,2026-02-28
3988,3988.T,SYSホールディングス,スタンダード（内国株式）,2026-02-28
3992,3992.T,ニーズウェル,プライム（内国株式）,2026-02-28
3993,3993.T,PKSHA Technology,プライム（内国株式）,2026-02-28
3994,3994.T,マネーフォワード,プライム（内国株式）,2026-02-28
3996,3996.T,サインポスト,スタンダード（内国株式）,2026-02-28
3997,3997.T,トレードワークス,スタンダード（内国株式）,2026-02-28
4004,4004.T,レゾナック・ホールディングス,プライム（内国株式）,2026-02-28
4005,4005.T,住友化学,プライム（内国株式）,2026-02-28
4008,4008.T,住友精化,プライム（内国株式）,2026-02-28
4012,4012.T,アクシス,スタンダード（内国株式）,2026-02-28
4016,4016.T,MITホールディングス,スタンダード（内国株式）,2026-02-28
4021,4021.T,日産化学,プライム（内国株式）,2026-02-28
4022,4022.T,ラサ工業,プライム（内国株式）,2026-02-28
4023,4023.T,クレハ,プライム（内国株式）,2026-02-28
4025,4025.T,多木化学,プライム（内国株式）,2026-02-28
4026,4026.T,神島化学工業,スタンダード（内国株式）,2026-02-28
4027,4027.T,テイカ,プライム（内国株式）,2026-02-28
4028,4028.T,石原産業,プライム（内国株式）,2026-02-28
4031,4031.T,片倉コープアグリ,スタンダード（内国株式）,2026-02-28
4040,4040.T,南海化学,スタンダード（内国株式）,2026-02-28
4041,4041.T,日本曹達,プライム（内国株式）,2026-02-28
4042,4042.T,東ソー,プライム（内国株式）,2026-02-28
4043,4043.T,トクヤマ,プライム（内国株式）,2026-02-28
4044,4044.T,セントラル硝子,プライム（内国株式）,2026-02-28
4045,4045.T,東亞合成,プライム（内国株式）,2026-02-28
4046,4046.T,大阪ソーダ,プライム（内国株式）,2026-02-28
4047,4047.T,関東電化工業,プライム（内国株式）,2026-02-28
4051,4051.T,GMOフィナンシャルゲート,プライム（内国株式）,2026-02-28
4053,4053.T,Sun Asterisk,プライム（内国株式）,2026-02-28
4059,4059.T,まぐまぐ,スタンダード（内国株式）,2026-02-28
4061,4061.T,デンカ,プライム（内国株式）,2026-02-28
4062,4062.T,イビデン,プライム（内国株式）,2026-02-28
4063,4063.T,信越化学工業,プライム（内国株式）,2026-02-28
4064,4064.T,日本カーバイド工業,プライム（内国株式）,2026-02-28
4071,4071.T,プラスアルファ・コンサルティング,プライム（内国株式）,2026-02-28
4072,4072.T,電算システムホールディングス,プライム（内国株式）,2026-02-28
4078,4078.T,堺化学工業,プライム（内国株式）,2026-02-28
407A,407A.T,UNICONホールディングス,スタンダード（内国株式）,2026-02-28
4082,4082.T,第一稀元素化学工業,プライム（内国株式）,2026-02-28
4088,4088.T,エア・ウォーター,プライム（内国株式）,2026-02-28
4091,4091.T,日本酸素ホールディングス,プライム（内国株式）,2026-02-28
4092,4092.T,日本化学工業,プライム（内国株式）,2026-02-28
4093,4093.T,東邦アセチレン,スタンダード（内国株式）,2026-02-28
4094,4094.T,日本化学産業,スタンダード（内国株式）,2026-02-28
4095,4095.T,日本パーカライジング,プライム（内国株式）,2026-02-28
4097,4097.T,高圧ガス工業,プライム（内国株式）,2026-02-28
4098,4098.T,チタン工業,スタンダード（内国株式）,2026-02-28
4099,4099.T,四国化成ホールディングス,プライム（内国株式）,2026-02-28
409A,409A.T,オリオンビール,プライム（内国株式）,2026-02-28
4100,4100.T,戸田工業,スタンダード（内国株式）,2026-02-28
4102,4102.T,丸尾カルシウム,スタンダード（内国株式）,2026-02-28
4107,4107.T,伊勢化学工業,スタンダード（内国株式）,2026-02-28
4109,4109.T,ステラ ケミファ,プライム（内国株式）,2026-02-28
4112,4112.T,保土谷化学工業,プライム（内国株式）,2026-02-28
4113,4113.T,田岡化学工業,スタンダード（内国株式）,2026-02-28
4114,4114.T,日本触媒,プライム（内国株式）,2026-02-28
4116,4116.T,大日精化工業,プライム（内国株式）,2026-02-28
4118,4118.T,カネカ,プライム（内国株式）,2026-02-28
4119,4119.T,日本ピグメントホールディングス,スタンダード（内国株式）,2026-02-28
4120,4120.T,スガイ化学工業,スタンダード（内国株式）,2026-02-28
4124,4124.T,大阪油化工業,スタンダード（内国株式）,2026-02-28
4125,4125.T,三和油化工業,スタンダード（内国株式）,2026-02-28
4151,4151.T,協和キリン,プライム（内国株式）,2026-02-28
416A,416A.T,富士ユナイトホールディングス,スタンダード（内国株式）,2026-02-28
4171,4171.T,グローバルインフォメーション,スタンダード（内国株式）,2026-02-28
4172,4172.T,Hiクラテス,スタンダード（内国株式）,2026-02-28
4174,4174.T,アピリッツ,スタンダード（内国株式）,2026-02-28
417A,417A.T,ブルーゾーンホールディングス,プライム（内国株式）,2026-02-28
4180,4180.T,Appier Group,プライム（内国株式）,2026-02-28
4182,4182.T,三菱瓦斯化学,プライム（内国株式）,2026-02-28
4183,4183.T,三井化学,プライム（内国株式）,2026-02-28
4186,4186.T,東京応化工業,プライム（内国株式）,2026-02-28
4187,4187.T,大阪有機化学工業,プライム（内国株式）,2026-02-28
4188,4188.T,三菱ケミカルグループ,プライム（内国株式）,2026-02-28
4189,4189.T,KHネオケム,プライム（内国株式）,2026-02-28
4193,4193.T,ファブリカホールディングス,スタンダード（内国株式）,2026-02-28
4194,4194.T,ビジョナル,プライム（内国株式）,2026-02-28
4196,4196.T,ネオマーケティング,スタンダード（内国株式）,2026-02-28
4197,4197.T,アスマーク,スタンダード（内国株式）,2026-02-28
4198,4198.T,テンダ,スタンダード（内国株式）,2026-02-28
4202,4202.T,ダイセル,プライム（内国株式）,2026-02-28
4203,4203.T,住友ベークライト,プライム（内国株式）,2026-02-28
4204,4204.T,積水化学工業,プライム（内国株式）,2026-02-28
4205,4205.T,日本ゼオン,プライム（内国株式）,2026-02-28
4206,4206.T,アイカ工業,プライム（内国株式）,2026-02-28
4208,4208.T,UBE,プライム（内国株式）,2026-02-28
4212,4212.T,積水樹脂,プライム（内国株式）,2026-02-28
4216,4216.T,旭有機材,プライム（内国株式）,2026-02-28
4218,4218.T,ニチバン,プライム（内国株式）,2026-02-28
4220,4220.T,リケンテクノス,プライム（内国株式）,2026-02-28
4221,4221.T,大倉工業,プライム（内国株式）,2026-02-28
4222,4222.T,児玉化学工業,スタンダード（内国株式）,2026-02-28
4224,4224.T,ロンシール工業,スタンダード（内国株式）,2026-02-28
4228,4228.T,積水化成品工業,プライム（内国株式）,2026-02-28
4229,4229.T,群栄化学工業,プライム（内国株式）,2026-02-28
4231,4231.T,タイガースポリマー,スタンダード（内国株式）,2026-02-28
4234,4234.T,サンエー化研,スタンダード（内国株式）,2026-02-28
4235,4235.T,ウルトラファブリックス・ホールディングス,スタンダード（内国株式）,2026-02-28
4237,4237.T,フジプレアム,スタンダード（内国株式）,2026-02-28
4238,4238.T,ミライアル,スタンダード（内国株式）,2026-02-28
423A,423A.T,ライオン事務器,スタンダード（内国株式）,2026-02-28
4240,4240.T,クラスターテクノロジー,スタンダード（内国株式）,2026-02-28
4241,4241.T,アテクト,スタンダード（内国株式）,2026-02-28
4242,4242.T,タカギセイコー,スタンダード（内国株式）,2026-02-28
4243,4243.T,ニックス,スタンダード（内国株式）,2026-02-28
4245,4245.T,ダイキアクシス,スタンダード（内国株式）,2026-02-28
4246,4246.T,ダイキョーニシカワ,プライム（内国株式）,2026-02-28
4247,4247.T,ポバール興業,スタンダード（内国株式）,2026-02-28
4248,4248.T,竹本容器,スタンダード（内国株式）,2026-02-28
4249,4249.T,森六,プライム（内国株式）,2026-02-28
4251,4251.T,恵和,プライム（内国株式）,2026-02-28
4272,4272.T,日本化薬,プライム（内国株式）,2026-02-28
4274,4274.T,細谷火工,スタンダード（内国株式）,2026-02-28
4275,4275.T,カーリット,プライム（内国株式）,2026-02-28
4284,4284.T,ソルクシーズ,スタンダード（内国株式）,2026-02-28
4286,4286.T,CLホールディングス,スタンダード（内国株式）,2026-02-28
4287,4287.T,ジャストプランニング,スタンダード（内国株式）,2026-02-28
4288,4288.T,アズジェント,スタンダード（内国株式）,2026-02-28
428A,428A.T,サイプレス・ホールディングス,スタンダード（内国株式）,2026-02-28
4290,4290.T,プレステージ・インターナショナル,プライム（内国株式）,2026-02-28
4293,4293.T,セプテーニ・ホールディングス,スタンダード（内国株式）,2026-02-28
4299,4299.T,ハイマックス,スタンダード（内国株式）,2026-02-28
429A,429A.T,テクセンドフォトマスク,プライム（内国株式）,2026-02-28
4301,4301.T,アミューズ,プライム（内国株式）,2026-02-28
4307,4307.T,野村総合研究所,プライム（内国株式）,2026-02-28
4310,4310.T,ドリームインキュベータ,プライム（内国株式）,2026-02-28
4317,4317.T,レイ,スタンダード（内国株式）,2026-02-28
4318,4318.T,クイック,プライム（内国株式）,2026-02-28
4320,4320.T,CEホールディングス,スタンダード（内国株式）,2026-02-28
4323,4323.T,日本システム技術,プライム（内国株式）,2026-02-28
4324,4324.T,電通グループ,プライム（内国株式）,2026-02-28
4326,4326.T,インテージホールディングス,プライム（内国株式）,2026-02-28
4331,4331.T,テイクアンドギヴ・ニーズ,プライム（内国株式）,2026-02-28
4333,4333.T,東邦システムサイエンス,プライム（内国株式）,2026-02-28
4334,4334.T,ユークス,スタンダード（内国株式）,2026-02-28
4335,4335.T,IPSホールディングス,スタンダード（内国株式）,2026-02-28
4337,4337.T,ぴあ,プライム（内国株式）,2026-02-28
4341,4341.T,西菱電機,スタンダード（内国株式）,2026-02-28
4343,4343.T,イオンファンタジー,プライム（内国株式）,2026-02-28
4344,4344.T,ソースネクスト,プライム（内国株式）,2026-02-28
4345,4345.T,シーティーエス,プライム（内国株式）,2026-02-28
4346,4346.T,NEXYZ.Group,スタンダード（内国株式）,2026-02-28
4347,4347.T,ブロードメディア,スタンダード（内国株式）,2026-02-28
4350,4350.T,メディカルシステムネットワーク,スタンダード（内国株式）,2026-02-28
4351,4351.T,山田再生系債権回収総合事務所,スタンダード（内国株式）,2026-02-28
4356,4356.T,応用技術,スタンダード（内国株式）,2026-02-28
4360,4360.T,マナック・ケミカル・パートナーズ,スタンダード（内国株式）,2026-02-28
4361,4361.T,川口化学工業,スタンダード（内国株式）,2026-02-28
4362,4362.T,日本精化,プライム（内国株式）,2026-02-28
4365,4365.T,松本油脂製薬,スタンダード（内国株式）,2026-02-28
4366,4366.T,ダイトーケミックス,スタンダード（内国株式）,2026-02-28
4367,4367.T,広栄化学,スタンダード（内国株式）,2026-02-28
4368,4368.T,扶桑化学工業,プライム（内国株式）,2026-02-28
4369,4369.T,トリケミカル研究所,プライム（内国株式）,2026-02-28
4373,4373.T,シンプレクス・ホールディングス,プライム（内国株式）,2026-02-28
4382,4382.T,HEROZ,スタンダード（内国株式）,2026-02-28
4384,4384.T,ラクスル,プライム（内国株式）,2026-02-28
4385,4385.T,メルカリ,プライム（内国株式）,2026-02-28
4386,4386.T,SIGグループ,スタンダード（内国株式）,2026-02-28
4388,4388.T,エーアイ,スタンダード（内国株式）,2026-02-28
4390,4390.T,IPS,プライム（内国株式）,2026-02-28
4392,4392.T,FIG,プライム（内国株式）,2026-02-28
4396,4396.T,システムサポートホールディングス,プライム（内国株式）,2026-02-28
4398,4398.T,ブロードバンドセキュリティ,スタンダード（内国株式）,2026-02-28
4401,4401.T,ADEKA,プライム（内国株式）,2026-02-28
4403,4403.T,日油,プライム（内国株式）,2026-02-28
4404,4404.T,ミヨシ油脂,スタンダード（内国株式）,2026-02-28
4406,4406.T,新日本理化,スタンダード（内国株式）,2026-02-28
4409,4409.T,東邦化学工業,スタンダード（内国株式）,2026-02-28
4410,4410.T,ハリマ化成グループ,プライム（内国株式）,2026-02-28
4413,4413.T,ボードルア,プライム（内国株式）,2026-02-28
4420,4420.T,イーソル,スタンダード（内国株式）,2026-02-28
4421,4421.T,ディ・アイ・システム,スタンダード（内国株式）,2026-02-28
4430,4430.T,東海ソフト,スタンダード（内国株式）,2026-02-28
4432,4432.T,ウイングアーク1st,プライム（内国株式）,2026-02-28
4433,4433.T,ヒト・コミュニケーションズ・ホールディングス,プライム（内国株式）,2026-02-28
4434,4434.T,サーバーワークス,スタンダード（内国株式）,2026-02-28
4439,4439.T,東名,スタンダード（内国株式）,2026-02-28
4440,4440.T,ヴィッツ,スタンダード（内国株式）,2026-02-28
4441,4441.T,トビラシステムズ,スタンダード（内国株式）,2026-02-28
4443,4443.T,Sansan,プライム（内国株式）,2026-02-28
4446,4446.T,Link-Uグループ,プライム（内国株式）,2026-02-28
4449,4449.T,ギフティ,プライム（内国株式）,2026-02-28
4452,4452.T,花王,プライム（内国株式）,2026-02-28
4461,4461.T,第一工業製薬,プライム（内国株式）,2026-02-28
4462,4462.T,石原ケミカル,プライム（内国株式）,2026-02-28
4463,4463.T,日華化学,スタンダード（内国株式）,2026-02-28
4464,4464.T,ソフト99コーポレーション,スタンダード（内国株式）,2026-02-28
4465,4465.T,ニイタカ,スタンダード（内国株式）,2026-02-28
4471,4471.T,三洋化成工業,プライム（内国株式）,2026-02-28
4480,4480.T,メドレー,プライム（内国株式）,2026-02-28
4481,4481.T,ベース,プライム（内国株式）,2026-02-28
4483,4483.T,JMDC,プライム（内国株式）,2026-02-28
4491,4491.T,コンピューターマネージメント,スタンダード（内国株式）,2026-02-28
4492,4492.T,ゼネテック,スタンダード（内国株式）,2026-02-28
4494,4494.T,バリオセキュア,スタンダード（内国株式）,2026-02-28
4499,4499.T,Speee,スタンダード（内国株式）,2026-02-28
4502,4502.T,武田薬品工業,プライム（内国株式）,2026-02-28
4503,4503.T,アステラス製薬,プライム（内国株式）,2026-02-28
4506,4506.T,住友ファーマ,プライム（内国株式）,2026-02-28
4507,4507.T,塩野義製薬,プライム（内国株式）,2026-02-28
4512,4512.T,わかもと製薬,スタンダード（内国株式）,2026-02-28
4516,4516.T,日本新薬,プライム（内国株式）,2026-02-28
4519,4519.T,中外製薬,プライム（内国株式）,2026-02-28
4521,4521.T,科研製薬,プライム（内国株式）,2026-02-28
4523,4523.T,エーザイ,プライム（内国株式）,2026-02-28
4524,4524.T,森下仁丹,スタンダード（内国株式）,2026-02-28
4526,4526.T,理研ビタミン,プライム（内国株式）,2026-02-28
4527,4527.T,ロート製薬,プライム（内国株式）,2026-02-28
4528,4528.T,小野薬品工業,プライム（内国株式）,2026-02-28
4530,4530.T,久光製薬,プライム（内国株式）,2026-02-28
4531,4531.T,有機合成薬品工業,スタンダード（内国株式）,2026-02-28
4534,4534.T,持田製薬,プライム（内国株式）,2026-02-28
4536,4536.T,参天製薬,プライム（内国株式）,2026-02-28
4538,4538.T,扶桑薬品工業,プライム（内国株式）,2026-02-28
4539,4539.T,日本ケミファ,スタンダード（内国株式）,2026-02-28
4540,4540.T,ツムラ,プライム（内国株式）,2026-02-28
4543,4543.T,テルモ,プライム（内国株式）,2026-02-28
4544,4544.T,H.U.グループホールディングス,プライム（内国株式）,2026-02-28
4547,4547.T,キッセイ薬品工業,プライム（内国株式）,2026-02-28
4548,4548.T,生化学工業,プライム（内国株式）,2026-02-28
4549,4549.T,栄研化学,プライム（内国株式）,2026-02-28
4552,4552.T,JCRファーマ,プライム（内国株式）,2026-02-28
4553,4553.T,東和薬品,プライム（内国株式）,2026-02-28
4554,4554.T,富士製薬工業,プライム（内国株式）,2026-02-28
4556,4556.T,カイノス,スタンダード（内国株式）,2026-02-28
4558,4558.T,中京医薬品,スタンダード（内国株式）,2026-02-28
4559,4559.T,ゼリア新薬工業,プライム（内国株式）,2026-02-28
4565,4565.T,ネクセラファーマ,プライム（内国株式）,2026-02-28
4568,4568.T,第一三共,プライム（内国株式）,2026-02-28
4569,4569.T,杏林製薬,プライム（内国株式）,2026-02-28
4574,4574.T,大幸薬品,プライム（内国株式）,2026-02-28
4577,4577.T,ダイト,プライム（内国株式）,2026-02-28
4578,4578.T,大塚ホールディングス,プライム（内国株式）,2026-02-28
4587,4587.T,ペプチドリーム,プライム（内国株式）,2026-02-28
4595,4595.T,ミズホメディー,スタンダード（内国株式）,2026-02-28
4611,4611.T,大日本塗料,プライム（内国株式）,2026-02-28
4612,4612.T,日本ペイントホールディングス,プライム（内国株式）,2026-02-28
4613,4613.T,関西ペイント,プライム（内国株式）,2026-02-28
4615,4615.T,神東塗料,スタンダード（内国株式）,2026-02-28
4616,4616.T,川上塗料,スタンダード（内国株式）,2026-02-28
4617,4617.T,中国塗料,プライム（内国株式）,2026-02-28
4619,4619.T,日本特殊塗料,スタンダード（内国株式）,2026-02-28
4620,4620.T,藤倉化成,スタンダード（内国株式）,2026-02-28
4623,4623.T,アサヒペン,スタンダード（内国株式）,2026-02-28
4624,4624.T,イサム塗料,スタンダード（内国株式）,2026-02-28
4625,4625.T,アトミクス,スタンダード（内国株式）,2026-02-28
4626,4626.T,太陽ホールディングス,プライム（内国株式）,2026-02-28
4627,4627.T,ナトコ,スタンダード（内国株式）,2026-02-28
4628,4628.T,エスケー化研,スタンダード（内国株式）,2026-02-28
4629,4629.T,大伸化学,スタンダード（内国株式）,2026-02-28
4631,4631.T,DIC,プライム（内国株式）,2026-02-28
4633,4633.T,サカタインクス,プライム（内国株式）,2026-02-28
4634,4634.T,artience,プライム（内国株式）,2026-02-28
4635,4635.T,東京インキ,スタンダード（内国株式）,2026-02-28
463A,463A.T,インテリックスホールディングス,スタンダード（内国株式）,2026-02-28
4641,4641.T,アルプス技研,プライム（内国株式）,2026-02-28
4642,4642.T,オリジナル設計,スタンダード（内国株式）,2026-02-28
4644,4644.T,イマジニア,スタンダード（内国株式）,2026-02-28
4645,4645.T,市進ホールディングス,スタンダード（内国株式）,2026-02-28
4650,4650.T,SDエンターテイメント,スタンダード（内国株式）,2026-02-28
4651,4651.T,サニックスホールディングス,スタンダード（内国株式）,2026-02-28
4657,4657.T,環境管理センター,スタンダード（内国株式）,2026-02-28
4658,4658.T,日本空調サービス,プライム（内国株式）,2026-02-28
4659,4659.T,エイジス,スタンダード（内国株式）,2026-02-28
4661,4661.T,オリエンタルランド,プライム（内国株式）,2026-02-28
4662,4662.T,フォーカスシステムズ,プライム（内国株式）,2026-02-28
4664,4664.T,アール・エス・シー,スタンダード（内国株式）,2026-02-28
4665,4665.T,ダスキン,プライム（内国株式）,2026-02-28
4666,4666.T,パーク24,プライム（内国株式）,2026-02-28
4667,4667.T,アイサンテクノロジー,スタンダード（内国株式）,2026-02-28
4668,4668.T,明光ネットワークジャパン,プライム（内国株式）,2026-02-28
4671,4671.T,ファルコホールディングス,スタンダード（内国株式）,2026-02-28
4673,4673.T,川崎地質,スタンダード（内国株式）,2026-02-28
4674,4674.T,クレスコ,プライム（内国株式）,2026-02-28
4676,4676.T,フジ・メディア・ホールディングス,プライム（内国株式）,2026-02-28
4678,4678.T,秀英予備校,スタンダード（内国株式）,2026-02-28
4679,4679.T,田谷,スタンダード（内国株式）,2026-02-28
4680,4680.T,ラウンドワン,プライム（内国株式）,2026-02-28
4681,4681.T,リゾートトラスト,プライム（内国株式）,2026-02-28
4684,4684.T,オービック,プライム（内国株式）,2026-02-28
4685,4685.T,菱友システムズ,スタンダード（内国株式）,2026-02-28
4686,4686.T,ジャストシステム,プライム（内国株式）,2026-02-28
4687,4687.T,TDCソフト,プライム（内国株式）,2026-02-28
4689,4689.T,LINEヤフー,プライム（内国株式）,2026-02-28
4690,4690.T,日本パレットプール,スタンダード（内国株式）,2026-02-28
4691,4691.T,ワシントンホテル,スタンダード（内国株式）,2026-02-28
4694,4694.T,ビー・エム・エル,プライム（内国株式）,2026-02-28
4704,4704.T,トレンドマイクロ,プライム（内国株式）,2026-02-28
4705,4705.T,クリップコーポレーション,スタンダード（内国株式）,2026-02-28
4707,4707.T,キタック,スタンダード（内国株式）,2026-02-28
4709,4709.T,IDホールディングス,プライム（内国株式）,2026-02-28
4712,4712.T,KeyHolder,スタンダード（内国株式）,2026-02-28
4714,4714.T,リソー教育グループ,プライム（内国株式）,2026-02-28
4716,4716.T,日本オラクル,スタンダード（内国株式）,2026-02-28
4718,4718.T,早稲田アカデミー,プライム（内国株式）,2026-02-28
4719,4719.T,アルファシステムズ,プライム（内国株式）,2026-02-28
471A,471A.T,NSグループ,プライム（内国株式）,2026-02-28
4720,4720.T,城南進学研究社,スタンダード（内国株式）,2026-02-28
4722,4722.T,フューチャー,プライム（内国株式）,2026-02-28
4725,4725.T,CAC Holdings,プライム（内国株式）,2026-02-28
4728,4728.T,トーセ,スタンダード（内国株式）,2026-02-28
4732,4732.T,ユー・エス・エス,プライム（内国株式）,2026-02-28
4733,4733.T,オービックビジネスコンサルタント,プライム（内国株式）,2026-02-28
4735,4735.T,京進,スタンダード（内国株式）,2026-02-28
4736,4736.T,日本ラッド,スタンダード（内国株式）,2026-02-28
4743,4743.T,アイティフォー,プライム（内国株式）,2026-02-28
4746,4746.T,東計電算,スタンダード（内国株式）,2026-02-28
4750,4750.T,ダイサン,スタンダード（内国株式）,2026-02-28
4751,4751.T,サイバーエージェント,プライム（内国株式）,2026-02-28
4752,4752.T,昭和システムエンジニアリング,スタンダード（内国株式）,2026-02-28
4754,4754.T,トスネット,スタンダード（内国株式）,2026-02-28
4755,4755.T,楽天グループ,プライム（内国株式）,2026-02-28
475A,475A.T,ギミック,スタンダード（内国株式）,2026-02-28
4760,4760.T,アルファ,スタンダード（内国株式）,2026-02-28
4761,4761.T,さくらケーシーエス,スタンダード（内国株式）,2026-02-28
4762,4762.T,エックスネット,スタンダード（内国株式）,2026-02-28
4763,4763.T,クリーク・アンド・リバー社,プライム（内国株式）,2026-02-28
4765,4765.T,SBIグローバルアセットマネジメント,プライム（内国株式）,2026-02-28
4766,4766.T,ピーエイ,スタンダード（内国株式）,2026-02-28
4767,4767.T,テー・オー・ダブリュー,スタンダード（内国株式）,2026-02-28
4768,4768.T,大塚商会,プライム（内国株式）,2026-02-28
4769,4769.T,IC,スタンダード（内国株式）,2026-02-28
476A,476A.T,辻・本郷ITコンサルティング,スタンダード（内国株式）,2026-02-28
4771,4771.T,エフアンドエム,スタンダード（内国株式）,2026-02-28
4776,4776.T,サイボウズ,プライム（内国株式）,2026-02-28
4777,4777.T,ガーラ,スタンダード（内国株式）,2026-02-28
4783,4783.T,NCD,スタンダード（内国株式）,2026-02-28
4784,4784.T,GMOインターネット,プライム（内国株式）,2026-02-28
